brand,category,color,description,image_path_1,image_path_2,name,price,product_code,sub_category
SPORTFUL,odziez-rowerowa,czarny,,/photo/product/sportful-bodyfit-pro-2-186032-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\sportful-bodyfit-pro-2-186032-f-sk7-w780-h554_2.png,Bluza rowerowa SPORTFUL Bodyfit Pro, 499.99,DD186032,bluzy-rowerowe
CASTELLI,odziez-rowerowa,czarny,"Włoska marka Castelli słynie z najwyższej jakości proponowanych rozwiązań. Jedną z nich jest bluza kolarska Puro 3. Ro propozycja dedykowana dla kolarzy oczekujących jednocześnie komfortu cieplnego i dobrej wentylacji. Klasyczny krój oraz wysoka jakość sprawiają, że szybko stanie się jednym z Twoich ulubionych modeli!Puro 3 uszyto z materiału Warmer X-Stretch. To tkanina dobrze dopasowująca się do ciała i zapewniająca pożądane ciepło. Idealnie spisze się podczas jazdy w temperaturach od 14 do 20 stopni Celsjusza, czyli okresie przejściowym. Dodatkowo projektanci Castelli zadbali o to, aby produkt posiadał dobre właściwości wentylacyjne, stąd na powierzchni umieszczono wstawki oddychające.To model przeznaczony do dynamicznej jazdy. Wysoka stójka, przedłużony tył wykończony sylikonowym paskiem, a także zamek błyskawiczny z dodatkowym mankietem, którego zadaniem jest ochrona przed podmuchami wiatru, to niewątpliwe atuty projektu. Nie zabrakło także trzech kieszeni (w tym jednej na zamek!). Torba na drobiazgi nie będzie Ci więc potrzebna!",/photo/product/castelli-puro-3-2-165651-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\castelli-puro-3-2-165651-f-sk7-w780-h554_2.png,Bluza rowerowa CASTELLI Puro 3, 499.99,DD165651,bluzy-rowerowe
NORTHWAVE,odziez-rowerowa,czarny,"Koszulka rowerowa z długim rękawem NORTHWAVE Extreme Polar to wysokiej klasy odzież ochronna w sam raz dla tych osób, dla których żadne warunki pogodowe nie są zbyt trudne na trening. Model ten zaprojektowany został przez cenioną, włoską firmę, której sportowe produkty cieszą się dużą popularnością zarówno wśród amatorów, jak i profesjonalistów. Nowoczesna koszulka sprawdza się jako uzupełnienie stroju kolarskiego i nie tylko. Najważniejsze cechy Aby dostarczyć swoim klientom wysokiej klasy, niezawodny produkt, firma NORTHWAVE sięgnęła przy tworzeniu koszulki rowerowej z długim rękawem Extreme Polar po nowoczesny, pochodzący z recyklingu materiał Polartec®. Tkanina wykorzystana w panelu przednim i rękawach stroju zapewnia uczucie ciepła nawet w wyjątkowo niesprzyjających warunkach atmosferycznych. Szybkoschnący, oddychający materiał skutecznie odprowadza nadmiar wilgoci, chroniąc przed uczuciem dyskomfortu podczas intensywnego treningu. Koszulka rowerowa z długim rękawem NORTHWAVE Extreme Polar to idealny wybór przede wszystkim dla miłośników kolarstwa szosowego. Model ten sprawdza się zwłaszcza w okresie przejściowym, gdy występują duże wahania temperatury powietrza. Dla zapewnienia maksimum komfortu użytkowania, lekka, wygodna bluza na rower została wyposażona w trzy duże kieszenie w tylnej części ubrania i zamek błyskawiczny na froncie, na całej jej długości. Dodatkowo umieszczone na powierzchni ubrania odblaskowe wstawki sprawiają, że jego użytkownik jest dużo lepiej widoczny podczas treningów odbywanych w warunkach ograniczonej widoczności, co ma ogromne znaczenie zwłaszcza w przypadku jazdy po ruchliwych drogach.",/photo/product/northwave-extreme-polar-2-204380-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\northwave-extreme-polar-2-204380-f-sk7-w780-h554_2.png,Bluza rowerowa NORTHWAVE Extreme Polar, 499.99,DD204380,bluzy-rowerowe
ALE CYCLING,odziez-rowerowa,zielony,"Bluza rowerowa ALE CYCLING Thermal to doskonała propozycja dla naprawdę wymagających kolarzy. Klasyczny krój, niska waga oraz wysoka funkcjonalność są wyróżnikami tego modelu. Sprawdzi się on doskonale w temperaturach w zakresie od 8°C do 14°C.Model uszyto z nowatorskiej przędzy określanej mianem L2-Thermo. To rodzaj tkaniny, która pozwala na szybkie rozgrzewanie się ciała, dzięki czemu jest w stanie szybko zagwarantować użytkownikowi komfort cieplny. Jednocześnie przez długi czas utrzymuje temperaturę, co sprawia, że wykorzystana technologia jest szczególnie polecana przez sportowców.Krój ALE CYCLING Thermal jest dopasowany do ciała. Podczas projektowania bluzy wykorzystano znajomość Body Mappingu, dzięki czemu otrzymujemy produkt, który zapewnia pożądany komfort cieplny i dobre odprowadzanie wilgoci. Wysoka stójka, przedłużony tył i kieszenie na plecach to parametry, które spełnią oczekiwania dużej grupy cyklistów. Dodatek elementów odblaskowych znacząco zwiększa bezpieczeństwo podczas treningu.",/photo/product/ale-cycling-r-ev1-thermal-2-204333-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\ale-cycling-r-ev1-thermal-2-204333-f-sk7-w780-h554_2.png,Bluza rowerowa ALE CYCLING R-EV1 Thermal, 517.99,DD204333,bluzy-rowerowe
FOX,odziez-rowerowa,turkusowy,"Bluza rowerowa FOX Ranger Fire ma wszechstronne zastosowanie, dlatego jest idealnym wyborem osób, które uwielbiają aktywność fizyczną na świeżym powietrzu. Ma dopasowany krój i przyjemną tkaninę w dotyku. Sprawdzi się do noszenia w okresie przejściowym, a także zimą jako dodatkowa warstwa cieplna.Wszechstronna bluza z miękką podszewkąRanger Fire to model z kolekcji marki FOX, który może pełnić rolę ciepłej bluzy albo lekkiej kurtki jesiennej. Ma przedłużony tył, dlatego świetnie chroni plecy przed wychłodzeniem. Wewnątrz ma podszewkę z polaru, która jest bardzo miękka w dotyku, a dodatkowo zapewnia komfort cieplny. Dzięki temu bluza sprawdzi się w chłodniejsze dni na przejażdżkę po okolicy, a także w bardziej wymagający teren.Detale, które mają znaczenieNa całej długości umieszczony został zamek, którym możesz regulować przepływ powietrza. Ponadto bluza jest wyposażona w stójkę chroniącą szyję i wrażliwe części ciała przed wiatrem. Po bokach z przodu znajdziesz dwie pojemne kieszenie na drobiazgi.",/photo/product/fox-ranger-fire-2-188505-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\fox-ranger-fire-2-188505-f-sk7-w780-h554_2.png,Bluza rowerowa FOX Ranger Fire, 499.99,DD188505,bluzy-rowerowe
SPORTFUL,odziez-rowerowa,zielony,,/photo/product/sportful-bodyfit-pro-2-186036-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\sportful-bodyfit-pro-2-186036-f-sk7-w780-h554_2.png,Bluza rowerowa SPORTFUL Bodyfit Pro, 499.99,DD186036,bluzy-rowerowe
BIEMME,odziez-rowerowa,bordowy,,/photo/product/biemme-slope-2-207352-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\biemme-slope-2-207352-f-sk7-w780-h554_2.png,Bluza rowerowa BIEMME Slope, 534.99,DD207352,bluzy-rowerowe
SILVINI,odziez-rowerowa,szary,"Męska koszulka rowerowa Silvini Varano idealnie sprawdzi się podczas jazdy szosowej w chłodniejsze dni. Ma długi rękaw, pełny suwak, lekko ocieplaną tkaninę i dopasowany do ciała fason.Silvini Varano powstała z wykorzystaniem technologii szycia 3D. Precyzyjnie wycięte panele dokładnie opinają ciało, zapewniając nieograniczoną swobodę ruchów. Elastyczny materiał ma świetne właściwości oddychające - pozwala utrzymać prawidłową temperaturę ciała podczas kolarskich treningów w chłodne dni i efektywnie odprowadza pot na zewnątrz.Konstrukcja ma krótszy przód, przedłużane plecy i anatomicznie ukształtowane rękawy - to rozwiązanie pozwala na sprawne dopasowanie odzieży do ciała podczas jazdy z pochyloną sylwetką. Zsuwaniu się koszulki na plecy zapobiega wąska silikonowa opaska, która została wszyta w talii. Praktyczne kieszenie na plecach umożliwiają wygodny transport podręcznych drobiazgów, a długi zamek ułatwia szybkie zakładanie i zdejmowanie odzieży. Na piersi oraz prawym ramieniu znajdują się odblaskowe nadruki.TECHNOLOGIEPOWERterm: To specjalny materiał z flisu, gwarantujący doskonałe ocieplenie. Jest przy tym oddychający, co zapewnia wysoki komfort termiczny.YKK: Wysokiej jakości zamek błyskawiczny, cechujący się trwałością, niezawodnością i płynnym działaniem.",/photo/product/silvini-varano-2-149480-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\silvini-varano-2-149480-f-sk7-w780-h554_2.png,Bluza rowerowa SILVINI Varano, 299.99,DD149480,bluzy-rowerowe
SPORTFUL,odziez-rowerowa,złoty,,/photo/product/sportful-cliff-supergiara-thermal-jersey-2-185787-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\sportful-cliff-supergiara-thermal-jersey-2-185787-f-sk7-w780-h554_2.png,Bluza rowerowa SPORTFUL Cliff Supergiara Thermal Jersey, 499.99,DD185787,bluzy-rowerowe
PROTEST,odziez-rowerowa,szary,"Jak połączyć wygodę z ochroną ciała podczas jazdy na rowerze? Taki efekt możesz osiągnąć wybierając koszulkę z długim rękawem Protest Prtgerrie. W przedniej części jest wyposażona w subtelnie wszyty zamek, który zakończony jest delikatną stójką. Nie podrażnia ona nawet wrażliwej skóry, a jednocześnie chroni przed chłodnym powiewem wiatru. Długi rękaw i dopasowany krój sprawdzą się wiosną, kiedy poranki oraz wieczory bywają chłodne. Mieszanka materiałów składająca się z poliestru i elastanu przekłada się na przyjemną tkaninę w dotyku, idealne dopasowanie do ciała oraz wygodę. W tylnej części możesz zauważyć potrójne kieszenie i dodatkowy schowek na zamek błyskawiczny, w którym zmieścisz ważne drobiazgi. Model Protest Prtgerrie ma też element odblaskowy zwiększający widoczność na drodze.",/photo/product/protest-prtgerrie-2-189450-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\protest-prtgerrie-2-189450-f-sk7-w780-h554_2.png,Bluza rowerowa PROTEST Prtgerrie, 299.99,DD189450,bluzy-rowerowe
ALE CYCLING,odziez-rowerowa,biały-niebieski,"Marka Ale Cycling przygotowała prawdziwą gratkę dla kibiców kolarstwa szosowego – koszulkę z długim rękawem w barwach ekipy Bike Exchange. Włoski producent jest oficjalnym dostawcą odzieży dla australijskiej drużyny, dlatego koszulka (replika) to najwyższej jakości produkt, wyróżniający się parametrami godnymi najlepszych profesjonalistówKoszulka idealnie sprawdzi się do treningów w chłodniejsze temperatury, gdy sam krótki rękawek nie zapewnia odpowiedniego komfortu termicznego. Aerodynamiczny, bardzo dopasowany do ciała krój świetnie nadaje się do dynamicznej jazdy, ponieważ pozwala ograniczyć zbędny opór powietrza. Elastyczność oraz oddychalność sprawia, że przylegający materiał nie krępuje ruchów w czasie jazdy.Najważniejsze informacje:",/photo/product/ale-cycling-bike-exchange-ls-2-179262-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\ale-cycling-bike-exchange-ls-2-179262-f-sk7-w780-h554_2.png,Bluza rowerowa ALE CYCLING Bike Exchange LS, 530.99,DD179262,bluzy-rowerowe
POC,odziez-rowerowa,zielony,"Szukasz odzieży, która zapewni Ci odpowiedni komfort podczas jazdy na rowerze, ale i sprawdzi w bardziej codziennych sytuacjach? Nowa linia od szwedzkiej marki POC łączy w sobie sportowe zastosowania z casualową stylistyką, oferując wszechstronność, którą pokochasz!Bluza POC Poise Crew Neck powstała z połączenia naturalnej bawełny z poliestrem uzyskiwanym droga recyklingu materiałowego. W efekcie stanowi świetny wybór dla świadomych i odpowiedzialnych ekologiczne osób. To jednak niejedyna zaleta takiej kompozycji. Przede wszystkim to połączenie sprawia, że odzież jest miękka, wygodna i przyjemna w kontakcie ze skórą, a przy tym świetnie radzi sobie z odprowadzaniem wilgoci. Dodatek syntetyczny pozwala jej zachować swój kształt przez długi czas, nawet po wielu praniach.Bluza ma swobodny krój, charakterystyczny dla odzieży MTB. Ma on wyjątkowo duże znaczenie, jeśli rowerzysta chce mierzyć się z trudniejszym terenem. Taki układ pozwala bowiem założyć pod spód niemal dowolne ochraniacze, w tym także zbroje czy płytki na plecy. Dzięki temu możesz połączyć swoją pasję do eksploracji z wyjątkowym wyglądem. Ten kolei przydaje się także, gdy już zejdziemy z roweru – model Poise Crew Neck wyróżnia się prostą i schludną stylistyką, świetnie wpasowującą się w każdą sytuację poza szlakiem. Wytłaczane logo POC na klatce piersiowej i mała tkana meta dodatkowo nadają bluzie charakteru.Przydatnym dodatkiem w projekcie POC Poise Crew Neck jest sekretna kieszonka zapinana na zamek błyskawiczny. Umieszczono ją z myślą o bezpiecznym przewożeniu telefonu, gotówki czy karty bankowej, ale można tam zmieścić także przekąski energetyczne czy pomniejsze akcesoria.",/photo/product/poc-poise-crew-neck-2-202988-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\poc-poise-crew-neck-2-202988-f-sk7-w780-h554_2.png,Bluza POC Poise Crew Neck, 299.99,DD202988,bluzy-rowerowe
BIEMME,odziez-rowerowa,bordowy,"Sezon jesienno-zimowy zbliża się wielkimi krokami, a Ty nie chcesz rezygnować z aktywności na świeżym powietrzu? W takim razie sięgnij po koszulkę rowerową z długimi rękawami Biemme Belvedere. Pozwoli Ci ona efektywnie i, co najważniejsze, komfortowo trenować, kiedy średnie temperatury za oknem zaczną spadać. Ciesz się wyjątkową jakością od włoskiej marki i zapomnij o jesiennej mantrze!Sercem odzieży na chłodniejsze okresy roku, kiedy wskazania termometru wahają się między 8°C a 14°C, zawsze musi być odpowiednio dobrany materiał. Taki, aby oferował komfort termiczny w każdej sytuacji, ale przy tym pozostał lekki, wytrzymały i oddychający. Włoscy projektanci sięgnęli po sprawdzone rozwiązania i postawili na:Włoscy projektanci doskonale rozumieli jednak, że sam materiał nie wystarczy. Trzeba zadbać także o odpowiednią funkcjonalność odzieży. Dlatego przygotowali kilka ważnych z punktu widzenia rowerzysty dodatków:Marka+BIEMMEWłoska marka odzieżowa założona w 1978 roku. Znana jest z wysokiej jakości odzieży sportowej, w szczególności z asortymentu przeznaczonego dla kolarzy. Firma łączy w sobie tradycyjne włoskie rzemiosło z nowoczesnymi technologiami, dostarczając wytrzymałe, funkcjonalne i przede wszystkim stylowe ubrania dla entuzjastów różnych odmian sportu na całym świecie. ",/photo/product/biemme-belvedere-2-203288-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\biemme-belvedere-2-203288-f-sk7-w780-h554_2.png,Bluza rowerowa BIEMME Belvedere, 525.99,DD203288,bluzy-rowerowe
BIEMME,odziez-rowerowa,zielony,"Sezon jesienno-zimowy zbliża się wielkimi krokami, a Ty nie chcesz rezygnować z aktywności na świeżym powietrzu? W takim razie sięgnij po koszulkę rowerową z długimi rękawami Biemme Belvedere. Pozwoli Ci ona efektywnie i, co najważniejsze, komfortowo trenować, kiedy średnie temperatury za oknem zaczną spadać. Ciesz się wyjątkową jakością od włoskiej marki i zapomnij o jesiennej mantrze!Sercem odzieży na chłodniejsze okresy roku, kiedy wskazania termometru wahają się między 8°C a 14°C, zawsze musi być odpowiednio dobrany materiał. Taki, aby oferował komfort termiczny w każdej sytuacji, ale przy tym pozostał lekki, wytrzymały i oddychający. Włoscy projektanci sięgnęli po sprawdzone rozwiązania i postawili na:Włoscy projektanci doskonale rozumieli jednak, że sam materiał nie wystarczy. Trzeba zadbać także o odpowiednią funkcjonalność odzieży. Dlatego przygotowali kilka ważnych z punktu widzenia rowerzysty dodatków:Marka+BIEMMEWłoska marka odzieżowa założona w 1978 roku. Znana jest z wysokiej jakości odzieży sportowej, w szczególności z asortymentu przeznaczonego dla kolarzy. Firma łączy w sobie tradycyjne włoskie rzemiosło z nowoczesnymi technologiami, dostarczając wytrzymałe, funkcjonalne i przede wszystkim stylowe ubrania dla entuzjastów różnych odmian sportu na całym świecie. ",/photo/product/biemme-belvedere-2-203297-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\biemme-belvedere-2-203297-f-sk7-w780-h554_2.png,Bluza rowerowa BIEMME Belvedere, 526.99,DD203297,bluzy-rowerowe
SPORTFUL,odziez-rowerowa,zielony,,/photo/product/sportful-cliff-supergiara-w-thermal-jersey-2-185800-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\sportful-cliff-supergiara-w-thermal-jersey-2-185800-f-sk7-w780-h554_2.png,Bluza rowerowa damska SPORTFUL Cliff Supergiara W Thermal Jersey, 499.99,DD185800,bluzy-rowerowe
SPORTFUL,odziez-rowerowa,granatowy,,/photo/product/sportful-bodyfit-pro-w-thermal-2-185761-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\sportful-bodyfit-pro-w-thermal-2-185761-f-sk7-w780-h554_2.png,Bluza rowerowa damska SPORTFUL Bodyfit Pro W Thermal, 499.99,DD185761,bluzy-rowerowe
BIEMME,odziez-rowerowa,granatowy,"Sezon jesienno-zimowy zbliża się wielkimi krokami, a Ty nie chcesz rezygnować z aktywności na świeżym powietrzu? W takim razie sięgnij po koszulkę rowerową z długimi rękawami Biemme Belvedere. Pozwoli Ci ona efektywnie i, co najważniejsze, komfortowo trenować, kiedy średnie temperatury za oknem zaczną spadać. Ciesz się wyjątkową jakością od włoskiej marki i zapomnij o jesiennej mantrze!Sercem odzieży na chłodniejsze okresy roku, kiedy wskazania termometru wahają się między 8°C a 14°C, zawsze musi być odpowiednio dobrany materiał. Taki, aby oferował komfort termiczny w każdej sytuacji, ale przy tym pozostał lekki, wytrzymały i oddychający. Włoscy projektanci sięgnęli po sprawdzone rozwiązania i postawili na:Włoscy projektanci doskonale rozumieli jednak, że sam materiał nie wystarczy. Trzeba zadbać także o odpowiednią funkcjonalność odzieży. Dlatego przygotowali kilka ważnych z punktu widzenia rowerzysty dodatków:Marka+BIEMMEWłoska marka odzieżowa założona w 1978 roku. Znana jest z wysokiej jakości odzieży sportowej, w szczególności z asortymentu przeznaczonego dla kolarzy. Firma łączy w sobie tradycyjne włoskie rzemiosło z nowoczesnymi technologiami, dostarczając wytrzymałe, funkcjonalne i przede wszystkim stylowe ubrania dla entuzjastów różnych odmian sportu na całym świecie. ",/photo/product/biemme-belvedere-2-203293-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\biemme-belvedere-2-203293-f-sk7-w780-h554_2.png,Bluza rowerowa BIEMME Belvedere, 525.99,DD203293,bluzy-rowerowe
SHIMANO,odziez-rowerowa,czerwony,"Szosowa jazda w niskich temperaturach - to warunki, w których męska bluza kolarska z długim rękawem Shimano Vertex sprawdzi się najlepiej. Ma dopasowany do ciała fason, odblaskowe nadruki i praktyczne kieszenie na plecach.Konstrukcja została wykonana metodą bodymappingu - to rozwiązanie pozwala zastosować materiały o zmiennych właściwościach użytkowych w różnych częściach konstrukcji. Do tego dochodzi aerodynamiczny krój, który zapewnia pełną swobodę ruchów. Ten model został opracowany z myślą o zapewnieniu komfortu cieplnego w niskich temperaturach. Za sprawną izolację przed chłodem odpowiada szczotkowane wnętrze. Na zewnątrz znajduje się gładka tkanina, która sprawnie odparowuje wilgoć z powierzchni ciała.Bluza ma przedłużany tył i rękawy zakrywające nadgarstki - świetnie sprawdzi się w podczas jazdy z pochyloną i wyciągniętą sylwetką. Przesuwaniu się konstrukcji na ciele zapobiegają antypoślizgowe wstawki z silikonu. Solidny zamek błyskawiczny jest ukryty pod materiałem. Są też trzy tylne kieszenie na podręczne drobiazgi oraz dodatkowa kieszonka na suwak w części bocznej.",/photo/product/shimano-vertex-2-164695-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\shimano-vertex-2-164695-f-sk7-w780-h554_2.png,Bluza rowerowa SHIMANO Vertex, 299.99,DD164695,bluzy-rowerowe
NORTHWAVE,odziez-rowerowa,czarny,"Northwave Fahrenheit to bluza rowerowa zaprojektowana z myślą okresach przejściowych – wiośnie i  jesieni. Najlepiej sprawdza się w zakresie temperatur od 8°do 15°C, ponieważ wtedy zapewnia optymalny komfort termiczny. Dzięki zastosowaniu elastycznego materiału 4-Way Stretch Carvico Colorado bluza przylega do ciała niczym druga skóra. Dobre dopasowanie oraz wysoka oddychalność sprawiają, model Fahrenheit powinien przypaść do gustu kolarzom intensywnie trenującym na zewnątrz przez cały rok. *Według wewnętrznej skali producenta.",/photo/product/northwave-fahrenheit-2-183768-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\northwave-fahrenheit-2-183768-f-sk7-w780-h554_2.png,Bluza rowerowa NORTHWAVE Fahrenheit, 299.99,DD183768,bluzy-rowerowe
ENDURA,odziez-rowerowa,czerwony,"ENDURA Xtract Roubaix to bluza z materiału, który posiada dobre właściwości termiczne. Model ten dedykowany jest rowerzystom, którzy chcą wydłużyć swój sezon poza ciepłe miesiące roku. Oprócz zapewniającej izolację tkaniny, sprzyja temu zarówno wydłużony tył, jak i elementy odblaskowe poprawiające widoczność w czasie jesiennych szarówek.Wygodę użytkownikowi zapewniają pełny zamek, który dodatkowo jest zabezpieczony klapą, co podnosi izolacje od wiatru. Silikonowe nadruki umieszczone po wewnętrznej stronie zapobiegają podwijaniu się materiału. Z tyłu znajdują się trzy otwarte kieszenie oraz dodatkowa, mniejsza zapinana na zamek. ",/photo/product/endura-xtract-roubaix-2-126648-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\endura-xtract-roubaix-2-126648-f-sk7-w780-h554_2.png,Bluza rowerowa ENDURA Xtract Roubaix, 299.99,DD126648,bluzy-rowerowe
ENDURA,odziez-rowerowa,czarny,"ENDURA Xtract Roubaix to bluza z materiału, który posiada dobre właściwości termiczne. Model ten dedykowany jest rowerzystom, którzy chcą wydłużyć swój sezon poza ciepłe miesiące roku. Oprócz zapewniającej izolację tkaniny, sprzyja temu zarówno wydłużony tył, jak i elementy odblaskowe poprawiające widoczność w czasie jesiennych szarówek.Wygodę użytkownikowi zapewniają pełny zamek, który dodatkowo jest zabezpieczony klapą, co podnosi izolacje od wiatru. Silikonowe nadruki umieszczone po wewnętrznej stronie zapobiegają podwijaniu się materiału. Z tyłu znajdują się trzy otwarte kieszenie oraz dodatkowa, mniejsza zapinana na zamek. ",/photo/product/endura-xtract-roubaix-2-120432-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\endura-xtract-roubaix-2-120432-f-sk7-w780-h554_2.png,Bluza rowerowa ENDURA Xtract Roubaix, 299.99,DD120432,bluzy-rowerowe
ALE CYCLING,odziez-rowerowa,czarny-szary,"ALE CYCLING Storm to męska bluza rowerowa, która przylega do ciała niczym druga skóra. Konstrukcję opracowano z myślą o sportowych i rekreacyjnych objazdach w okresie przejściowym - zapewnia komfort cieplny w temperaturach od 12 do 18 stopni Celsjusza.Ten element kolarskiego stroju wykonano w technologii body mappingu. Główna tkanina Micro-sesne skutecznie chroni przed zimnym wiatrem oraz sprawnie wentyluje skórę. Dolna część w pasie oraz elementy pod pachami i na nadgarstkach wykonano z bardziej elastycznych i oddychających materiałów - to rozwiązanie zapewnia efektywną cyrkulację powietrza.Bluza ma zamek błyskawiczny na całej długości, średniej wysokości stójkę oraz praktyczne kieszenie na plecach na rowerowe drobiazgi. Obcisły wyścigowy krój zapewnia dużą swobodę ruchów i minimalizuje opór aerodynamiczny. Odsłanianiu pleców podczas jazdy zapobiega przedłużany tył oraz silikonowy pasek w talii. Są też odblaskowe detale, które sprawiają, że rowerzysta jest lepiej widoczny, a przez to bezpieczniejszy na szosie.",/photo/product/ale-cycling-pr-s-storm-2-163170-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\ale-cycling-pr-s-storm-2-163170-f-sk7-w780-h554_2.png,Bluza rowerowa ALE CYCLING PR-S Storm, 299.99,DD163170,bluzy-rowerowe
ENDURA,odziez-rowerowa,czarny,"Bluza rowerowa damska Endura Wms Xtract Roubaix została uszyta z materiału zapewniającego komfort termiczny. Pełny zamek z przodu umożliwia sprawne zakładanie i ściąganie modelu. Liczne kieszenie pozwalają na przechowywanie akcesoriów treningowych, a przegródka zapinana na zamek chroni telefon przed wypadnięciem. Delikatne elementy odblaskowe zwiększają widoczność po zmroku. Silikonowe wykończenie sprawia, że kurtka dokładnie przylega do ciała.",/photo/product/endura-xtract-roubaix-wms-2-159427-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\endura-xtract-roubaix-wms-2-159427-f-sk7-w780-h554_2.png,Bluza rowerowa damska ENDURA Xtract Roubaix Wms, 319.99,DD159427,bluzy-rowerowe
ENDURA,odziez-rowerowa,granatowy,"ENDURA Xtract Roubaix to bluza z materiału, który posiada dobre właściwości termiczne. Model ten dedykowany jest rowerzystom, którzy chcą wydłużyć swój sezon poza ciepłe miesiące roku. Oprócz zapewniającej izolację tkaniny, sprzyja temu zarówno wydłużony tył, jak i elementy odblaskowe poprawiające widoczność w czasie jesiennych szarówek.Wygodę użytkownikowi zapewniają pełny zamek, który dodatkowo jest zabezpieczony klapą, co podnosi izolacje od wiatru. Silikonowe nadruki umieszczone po wewnętrznej stronie zapobiegają podwijaniu się materiału. Z tyłu znajdują się trzy otwarte kieszenie oraz dodatkowa, mniejsza zapinana na zamek. ",/photo/product/endura-xtract-roubaix-2-143865-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\endura-xtract-roubaix-2-143865-f-sk7-w780-h554_2.png,Bluza rowerowa ENDURA Xtract Roubaix, 299.99,DD143865,bluzy-rowerowe
ENDURA,odziez-rowerowa,żółty,"ENDURA Xtract Roubaix to bluza z materiału, który posiada dobre właściwości termiczne. Model ten dedykowany jest rowerzystom, którzy chcą wydłużyć swój sezon poza ciepłe miesiące roku. Oprócz zapewniającej izolację tkaniny, sprzyja temu zarówno wydłużony tył, jak i elementy odblaskowe poprawiające widoczność w czasie jesiennych szarówek.Wygodę użytkownikowi zapewniają pełny zamek, który dodatkowo jest zabezpieczony klapą, co podnosi izolacje od wiatru. Silikonowe nadruki umieszczone po wewnętrznej stronie zapobiegają podwijaniu się materiału. Z tyłu znajdują się trzy otwarte kieszenie oraz dodatkowa, mniejsza zapinana na zamek. ",/photo/product/endura-xtract-roubaix-2-159405-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\endura-xtract-roubaix-2-159405-f-sk7-w780-h554_2.png,Bluza rowerowa ENDURA Xtract Roubaix, 299.99,DD159405,bluzy-rowerowe
ENDURA,odziez-rowerowa,turkusowy,"Bluza rowerowa damska Endura Wms Xtract Roubaix została uszyta z materiału zapewniającego komfort termiczny. Pełny zamek z przodu umożliwia sprawne zakładanie i ściąganie modelu. Liczne kieszenie pozwalają na przechowywanie akcesoriów treningowych, a przegródka zapinana na zamek chroni telefon przed wypadnięciem. Delikatne elementy odblaskowe zwiększają widoczność po zmroku. Silikonowe wykończenie sprawia, że kurtka dokładnie przylega do ciała.",/photo/product/endura-xtract-roubaix-wms-2-185181-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\endura-xtract-roubaix-wms-2-185181-f-sk7-w780-h554_2.png,Bluza rowerowa damska ENDURA Xtract Roubaix Wms, 319.99,DD185181,bluzy-rowerowe
